prospect_no,loan_disb_date,asset_cost,disb_amt,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,ltv,target,random
170,30-10-2015,1531381,1041339,490042,20,43,0,37,1,1,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,96,31,68,1,0.151508076
171,29-12-2015,1409737,1282861,126876,16,49,0,26,1,2,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,228,26,91,0,0.198326797
172,26-01-2015,921193,405325,515868,14,47,1,21,1,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,156,52,44,0,0.912420948
173,23-03-2015,862851,500454,362397,12,42,0,13,0,1,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,66,96,42,58,0,0.598529137
174,26-03-2015,1287434,1017073,270361,19,39,0,52,0,3,1,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,240,76,79,0,0.095253862
175,30-11-2015,1144017,880893,263124,10,56,0,2,1,1,3,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,120,11,77,0,0.083497905
176,15-02-2015,880803,634178,246625,16,45,0,4,0,4,2,3,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,35,240,19,72,0,0.273743568
177,07-04-2015,753323,451994,301329,18,25,1,26,0,2,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,28,60,85,60,0,0.299122719
178,24-11-2015,1280560,857975,422585,14,53,0,14,0,4,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,33,144,15,67,0,0.88248885
179,23-05-2015,1754862,789688,965174,14,45,0,58,1,7,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,51,45,0,0.097204245
180,09-04-2015,1798196,1366629,431567,20,22,0,10,1,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,192,17,76,0,0.924046792
181,07-05-2015,1188899,808451,380448,11,58,1,4,0,2,1,12,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,20,68,0,0.382551466
182,29-07-2015,609539,371819,237720,18,28,0,18,0,2,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,144,83,61,0,0.398328699
183,24-09-2015,1156478,867359,289119,15,50,0,13,1,3,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,216,22,75,0,0.978330368
184,23-07-2015,1555081,933049,622032,20,45,0,9,1,3,3,7,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,49,96,32,60,0,0.180545697
185,17-09-2015,1152258,829626,322632,13,50,0,7,0,0,4,6,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,53,120,12,72,0,0.811062883
186,17-10-2015,1129347,892184,237163,10,60,0,1,0,3,3,7,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,37,120,10,79,0,0.138297796
187,17-11-2015,1447458,1085594,361864,16,49,0,28,1,2,4,8,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,56,240,28,75,0,0.856694255
188,13-09-2015,1161333,696800,464533,10,60,1,3,1,3,3,9,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,46,60,16,60,0,0.333504987
189,13-06-2015,695278,431072,264206,12,44,0,4,0,5,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,41,120,39,62,0,0.165997913
190,05-10-2015,1566476,1362834,203642,20,37,0,14,1,1,1,8,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,35,180,78,87,0,0.485252553
191,02-04-2015,1165898,1084285,81613,13,52,0,8,0,2,4,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,53,180,13,93,0,0.143610601
192,22-04-2015,1337799,642144,695655,15,47,0,42,1,0,2,3,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,37,240,56,48,0,0.786257646
193,25-07-2015,1760904,1320678,440226,20,37,0,1,1,1,1,9,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,43,132,79,75,0,0.89912816
194,18-02-2015,557132,334279,222853,18,40,1,13,0,3,1,1,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,44,60,34,60,0,0.691534612
195,26-10-2015,907760,717130,190630,10,48,0,12,0,3,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,41,120,75,79,0,0.330589647
196,03-06-2015,1871430,1141572,729858,20,39,0,42,1,3,1,10,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,41,120,80,61,0,0.612129114
197,15-11-2015,1600497,960298,640199,12,49,0,54,1,4,2,6,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,30,96,38,60,0,0.066119624
198,25-07-2015,784897,431693,353204,10,49,0,5,0,4,1,2,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,31,192,27,55,0,0.125036671
199,09-06-2015,1266884,836143,430741,18,45,0,23,1,4,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,180,25,66,0,0.502640694
200,28-03-2015,1128998,677399,451599,11,46,0,26,0,2,1,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,44,96,31,60,0,0.160094417
201,08-11-2015,977980,743265,234715,10,50,0,16,0,4,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,204,29,76,0,0.050534668
202,10-06-2015,1238101,891433,346668,13,52,1,12,0,3,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,144,14,72,1,0.162239355
203,16-01-2015,926309,444628,481681,14,46,0,21,0,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,84,50,48,1,0.527940014
204,12-06-2015,1282753,872272,410481,12,57,0,10,1,1,4,19,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,45,68,0,0.509366062
205,06-12-2015,1232159,924119,308040,15,50,0,17,1,3,3,6,direct,,Male,Co-App,Above Avg,Townhouses,Relatives,1,31,96,23,75,0,0.016692886
206,21-07-2015,1148281,574141,574140,13,51,1,7,1,1,4,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,53,60,13,50,0,0.576142479
207,24-01-2015,1203707,1035188,168519,11,48,0,30,0,3,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,96,34,86,0,0.529601434
208,17-02-2015,1169812,970944,198868,11,55,0,3,0,0,1,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,17,83,0,0.33439779
209,07-03-2015,1133224,521283,611941,10,55,1,1,1,0,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,27,84,7,46,0,0.63432151
210,20-07-2015,1231015,553957,677058,15,49,0,37,0,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,156,56,45,0,0.140981418
211,03-10-2015,1292995,711147,581848,18,41,0,55,0,1,1,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,34,84,66,55,0,0.91049801
212,16-10-2015,1210433,484173,726260,11,55,1,6,1,0,4,13,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,50,60,82,40,0,0.946652723
213,01-08-2015,1566277,1206033,360244,16,48,1,54,1,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,46,72,54,77,0,0.384610558
214,26-09-2015,1095443,635357,460086,13,42,1,25,1,1,1,3,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,45,84,45,58,0,0.789338934
215,30-06-2015,1469905,676156,793749,16,46,0,49,0,0,2,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,156,54,46,0,0.499175313
216,21-01-2015,1103298,970902,132396,10,59,0,0,0,2,3,5,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,51,120,0,88,0,0.941087936
217,26-10-2015,614660,368796,245864,14,50,1,5,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,60,49,60,0,0.057486934
218,03-02-2015,1263096,858905,404191,12,59,0,8,1,2,4,18,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,240,38,68,0,0.734905381
219,05-02-2015,1157394,1018507,138887,10,55,1,3,0,0,3,9,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,120,14,88,0,0.894492
220,07-06-2015,1053356,547745,505611,17,44,0,40,0,2,1,2,direct,,Male,Co-App,Below Avg,Villa,Rented,1,56,96,65,52,0,0.033099971
221,05-12-2015,1269043,571069,697974,14,55,0,14,0,6,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,108,6,45,0,0.419427157
222,05-05-2015,1410654,1297802,112852,16,48,0,26,0,1,4,8,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,156,26,92,0,0.119481094
223,14-06-2015,1265524,974453,291071,12,57,0,9,0,1,1,18,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,96,39,77,0,0.959157118
224,23-10-2015,1134689,851017,283672,13,50,1,7,0,0,1,6,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,56,240,12,75,1,0.472712219
225,15-03-2015,1215459,559111,656348,15,48,0,16,0,2,3,6,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,51,240,23,46,0,0.490956034
226,12-09-2015,1245640,1046338,199302,13,51,0,12,1,1,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,59,144,14,84,0,0.40404636
227,14-10-2015,1191546,1072391,119155,11,55,0,5,0,0,4,12,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,46,180,22,90,0,0.108284658
228,10-05-2015,916706,715031,201675,19,20,0,36,0,1,1,0,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,46,120,19,78,0,0.258935398
229,13-08-2015,1113385,890708,222677,12,55,0,5,0,5,3,5,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,46,240,7,80,0,0.581934251
230,31-08-2015,1260809,857350,403459,13,54,0,13,1,5,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,144,14,68,0,0.928982458
231,01-06-2015,538719,495621,43098,18,40,0,12,1,3,1,1,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,58,180,34,92,0,0.505381416
232,01-12-2015,480233,379384,100849,18,36,0,9,1,1,1,1,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,180,72,79,0,0.552208816
233,24-05-2015,1130107,824978,305129,10,58,0,1,1,2,3,7,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,31,120,3,73,0,0.84029698
234,10-06-2015,472366,368445,103921,18,39,0,9,1,3,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,71,78,0,0.754386139
235,07-05-2015,1590450,954270,636180,20,43,0,40,1,1,3,7,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,96,32,60,0,0.416912752
236,09-01-2015,394350,201119,193231,18,33,0,5,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,62,144,79,51,0,0.433333145
237,20-12-2015,1386022,845473,540549,12,47,0,41,0,2,2,5,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,36,120,35,61,0,0.501368671
238,15-09-2015,1617816,1132471,485345,20,24,0,0,0,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,180,15,70,0,0.738504912
239,06-01-2015,1975989,1343673,632316,20,38,0,48,0,2,1,10,direct,Married,Male,Individual,Middle Class,Apartment,Company Provided,2,44,144,6,68,1,0.66470809
240,16-03-2015,1293081,827572,465509,11,50,0,36,0,4,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,96,33,64,0,0.94871366
241,03-10-2015,1189222,713533,475689,11,55,0,4,0,0,4,12,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,96,86,60,0,0.183806344
242,13-12-2015,1100525,770368,330157,10,60,0,0,1,3,3,5,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,48,156,0,70,0,0.85053631
243,31-12-2015,868715,503855,364860,12,45,0,13,0,6,1,2,channel,,Male,Individual,Middle Class,Apartment,Owned,2,33,132,42,58,0,0.037503521
244,11-09-2015,1352163,1081730,270433,19,33,0,62,0,3,1,0,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,55,240,15,80,0,0.849479308
245,14-02-2015,634202,386863,247339,12,43,0,1,0,2,1,2,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,58,108,39,61,0,0.263762605
246,27-03-2015,682256,307015,375241,16,41,0,17,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,43,216,61,45,0,0.677450914
247,31-10-2015,1176329,741087,435242,15,50,1,14,1,3,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,60,84,84,63,0,0.270244971
248,09-02-2015,1338501,696021,642480,18,41,0,58,1,1,1,3,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,156,68,52,0,0.074805677
249,24-05-2015,1133294,1019965,113329,12,50,0,6,1,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,46,240,7,90,0,0.056824113
250,18-02-2015,1377928,702743,675185,19,36,1,57,1,1,1,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,72,76,51,0,0.460534121
251,24-10-2015,1088955,882054,206901,14,49,0,9,0,3,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,132,21,81,0,0.648231678
252,24-12-2015,1489891,1177014,312877,20,40,0,63,1,3,1,7,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,45,204,77,79,0,0.209847191
253,20-05-2015,1104745,618657,486088,19,37,0,43,0,1,1,5,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,46,180,75,56,0,0.784620001
254,03-06-2015,1120794,762140,358654,10,55,0,1,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,120,2,68,0,0.459491742
255,24-07-2015,926133,574202,351931,19,27,0,37,0,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,96,85,62,0,0.210150533
256,12-03-2015,832129,765559,66570,12,44,0,11,0,4,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,57,132,39,92,1,0.490094554
257,09-12-2015,1620495,1474650,145845,12,47,0,56,1,3,2,6,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,41,240,37,91,0,0.932576062
258,11-11-2015,611973,275388,336585,12,42,0,0,1,0,1,2,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,49,144,68,45,0,0.248778569
259,10-05-2015,688376,543817,144559,18,39,0,20,0,3,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,72,79,0,0.290269825
260,04-04-2015,1205895,795891,410004,18,45,0,20,0,4,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,180,24,66,0,0.249392036
261,08-10-2015,1139791,991618,148173,15,48,0,12,0,2,3,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,120,20,87,1,0.520964442
262,05-03-2015,1254408,551940,702468,17,43,0,53,1,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,26,240,66,44,0,0.852359764
263,31-07-2015,1232963,789096,443867,11,59,0,7,1,3,4,15,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,45,156,29,64,0,0.078652082
264,03-02-2015,1225818,809040,416778,18,43,0,21,0,1,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,180,24,66,0,0.26160313
265,22-09-2015,958847,891728,67119,16,43,0,8,0,2,2,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,43,108,20,93,0,0.371927374
266,18-07-2015,1218377,925967,292410,13,53,0,11,1,3,4,7,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,45,144,14,76,0,0.292816442
267,14-08-2015,1065772,682094,383678,17,43,0,41,1,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,96,65,64,0,0.83040555
268,03-11-2015,1025469,512735,512734,14,46,0,6,1,0,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,96,86,50,0,0.300840705
269,10-03-2015,921448,700300,221148,16,43,1,8,0,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,108,19,76,0,0.53828431
270,08-03-2015,1634936,801119,833817,14,42,1,52,1,1,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,72,50,49,0,0.637748246
271,01-10-2015,1195520,1004237,191283,13,52,0,10,0,3,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,240,11,84,0,0.294710599
272,24-08-2015,1019887,591534,428353,13,42,1,21,0,1,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,41,84,41,58,0,0.413290465
273,10-02-2015,1281143,602137,679006,19,39,0,52,0,3,1,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,43,180,74,47,0,0.976248572
274,17-05-2015,704382,549418,154964,14,46,0,10,1,0,1,1,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,43,96,60,78,0,0.12360367
275,29-07-2015,1224503,1102053,122450,11,55,0,6,0,0,4,14,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,41,180,24,90,0,0.931676076
276,11-07-2015,1492820,895692,597128,14,42,1,45,0,1,2,4,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,59,84,46,60,0,0.438860208
277,26-01-2015,1118126,916863,201263,10,59,1,28,0,2,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,30,240,6,82,1,0.635472552
278,25-12-2015,1449728,1188777,260951,16,47,0,28,1,1,4,8,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,35,240,28,82,0,0.308836658
279,03-11-2015,1285900,758681,527219,12,59,1,10,0,2,1,19,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,37,84,45,59,0,0.24180246
280,12-06-2015,1913150,1453994,459156,20,22,1,4,1,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,120,12,76,0,0.203617637
281,23-04-2015,1001438,680978,320460,12,55,0,0,0,5,3,4,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,57,120,6,68,0,0.493516216
282,03-04-2015,391413,313130,78283,18,40,0,4,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,60,35,80,0,0.607939843
283,28-11-2015,902630,406184,496446,19,37,0,32,0,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,180,74,45,0,0.556682601
284,19-11-2015,778939,420627,358312,16,44,0,23,0,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,144,64,54,0,0.21626569
285,30-01-2015,818390,572873,245517,16,44,0,0,1,3,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,38,120,4,70,1,0.562301621
286,01-01-2016,814667,651734,162933,16,43,1,0,0,1,1,3,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,44,240,4,80,1,0.677014783
287,11-03-2015,1660618,1345101,315517,18,45,0,31,1,2,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,40,120,71,81,1,0.564129234
288,29-10-2015,1535214,1120706,414508,20,27,0,0,1,2,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,59,96,13,73,0,0.409504628
289,02-05-2015,1141671,627919,513752,13,42,0,27,1,1,1,3,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,31,84,64,55,0,0.076226214
290,16-10-2015,1446269,954538,491731,16,50,1,47,0,1,2,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,72,52,66,0,0.385693135
291,14-05-2015,1522886,837587,685299,18,41,1,22,1,1,1,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,72,70,55,0,0.531753467
292,07-02-2015,1222880,990533,232347,13,55,1,11,1,6,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,240,10,81,0,0.164915794
293,21-07-2015,1767553,936803,830750,16,48,0,64,1,1,2,4,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,58,132,62,53,0,0.405651322
294,11-08-2015,1030693,824554,206139,12,52,0,1,0,2,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,120,5,80,0,0.252149653
295,02-03-2015,1106955,819147,287808,19,36,0,43,0,1,1,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,180,29,74,0,0.21919539
296,10-03-2015,1010015,727211,282804,12,55,0,0,1,6,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,156,4,72,0,0.328681785
297,03-07-2015,771147,578360,192787,10,48,0,52,1,3,1,2,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,42,180,74,75,1,0.343478559
298,11-01-2015,1172298,715102,457196,15,46,0,14,1,0,3,5,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,61,96,23,61,0,0.808632152
299,27-05-2015,1060823,774401,286422,12,53,0,3,0,3,3,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,240,3,73,0,0.373813329
300,18-10-2015,1383514,691757,691757,13,43,1,39,1,2,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,84,47,50,0,0.422810157
301,01-01-2015,783486,689468,94018,10,48,0,5,1,3,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,45,132,28,88,0,0.290050985
302,13-02-2015,1215908,826817,389091,15,50,1,16,1,3,3,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,59,240,23,68,0,0.196187543
303,20-11-2015,1156457,612922,543535,10,56,0,3,1,1,3,9,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,156,18,53,0,0.113893547
304,06-07-2015,1092570,928685,163885,12,53,0,4,1,3,3,5,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,120,8,85,0,0.961299358
305,29-08-2015,1055506,643859,411647,12,51,0,2,0,1,3,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,51,120,5,61,0,0.048376934
306,25-02-2015,905482,534234,371248,16,44,1,5,1,2,2,3,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,57,84,86,59,0,0.821374082
307,09-11-2015,640826,352454,288372,16,45,0,,1,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,96,61,55,0,0.453952247
308,10-09-2015,898087,646623,251464,16,43,0,5,1,2,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,62,240,19,72,0,0.574318085
309,23-03-2015,1261421,681167,580254,12,57,0,8,0,1,1,17,direct,Married,Male,Individual,Below Avg,Villa,Company Provided,2,45,96,39,54,0,0.078663639
310,02-07-2015,1237234,692851,544383,15,49,0,17,0,2,3,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,47,180,82,56,0,0.632925329
311,03-07-2015,1113528,690387,423141,10,55,0,0,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,132,19,62,0,0.647196104
312,13-07-2015,1477688,901390,576298,14,42,0,44,1,0,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,54,156,46,61,0,0.54773237
313,06-02-2015,748160,531194,216966,18,40,0,23,1,3,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,180,73,71,0,0.324834458
314,11-07-2015,1318034,883083,434951,15,46,0,41,0,0,2,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,84,56,67,0,0.668722158
315,21-12-2015,910129,691698,218431,14,46,0,0,0,0,2,3,direct,Single,Male,Co-App,Below Avg,Villa,Company Provided,1,44,108,17,76,0,0.396055321
316,28-04-2015,1020212,918191,102021,12,55,0,1,0,5,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,240,4,90,0,0.112230224
